Official,Planned,Sub Region,Location,Location Description,Status,Location Description,Description,Event Comments,Event Type,Closure Start Date,Closure End Date,"Closure Duration (d,h,m)",Closure Duration (hh.mm),System Start Date,System End Date,"Event Duration (d,h,m)",Event Duration (hh.mm),Event ID,Impact Summary
Official,Unplanned,Gisborne West,002-0304/00.30-B,Puha to Opotiki,Resolved,Puha to Opotiki,Flooding,The road is now clear.,Area Warning,25-Feb-2023 08:02:54,26-Feb-2023 07:37:22,"23 h, 35 m",23.35,25-Feb-2023 08:02:54,26-Feb-2023 07:37:22,"23 h, 35 m",23.35,416792,"RC, C, "
Official,Unplanned,Gisborne West,002-0416/05.16-B,"Waipaoa, south of Poynter Road",Resolved,"Waipaoa, south of Poynter Road",Crash,The road is now clear.,Road Hazard,27-Feb-2023 15:18:30, , , ,27-Feb-2023 14:31:01,27-Feb-2023 19:36:01,"5 h, 5 m",5.05,417031,"C, RC, C, "
Official,Unplanned,Gisborne West,002-0390/03.03-B,Otoko,Resolved,Otoko,Slip,The road is now clear.,Road Hazard,09-Mar-2023 06:00:00,09-Mar-2023 16:00:00,"10 h, 0 m",10.00,28-Feb-2023 23:57:16,09-Mar-2023 17:58:58,"8 d, 18 h, 1 m",210.01,417183,"C, RC, D, RC, C, D, RC, D, RC, D, RC, D, RC, D, RC, D, RC, D, RC, D, C, "
Official,Planned,Gisborne West,002-0375/00.40-B,Matawai to Puha,Resolved,Matawai to Puha,Road Works,"Due to multiple roadwork sites in this area, road users are advised to take extra care and adhere to the lowered speed limits along this route. ",Area Warning,23-Mar-2023 14:45:00,23-Mar-2023 16:45:00,"2 h, 0 m",2.00,01-Mar-2023 18:30:47,30-Apr-2023 18:30:47,"60 d, 0 m",1440.00,418112,"C, RC, C, RC, C, RC, C, RC, C, RC, C, RC, C, RC, C, RC, C, "
Unofficial,Unplanned,Gisborne West,002-0406/06.31-B,Te karaka to Matawai,Resolved,Te karaka to Matawai,Fallen tree/s across highway,The road is now clear.,Road Hazard,02-Mar-2023 15:11:41,02-Mar-2023 15:13:32,2 m,0.02,02-Mar-2023 15:11:41,02-Mar-2023 15:13:32,2 m,0.02,417390,"RC, C, "
Official,Unplanned,Gisborne West,002-0375/00.63-B,Matawai and Te Karaka,Resolved,Matawai and Te Karaka,Slip,The road is now clear.,Area Warning,03-Mar-2023 04:39:48, , , ,03-Mar-2023 02:46:26,03-Mar-2023 09:04:18,"6 h, 18 m",6.18,417420,"C, RC, C, "
Official,Unplanned,Gisborne West,035-0321/01.63-B,"Wainui Beach, from Murdoch Road to Oneroa Road",Resolved,"Wainui Beach, from Murdoch Road to Oneroa Road",Crash,The road is now clear.,Road Hazard,27-Apr-2023 10:06:49, , , ,27-Apr-2023 09:54:59,27-Apr-2023 13:31:08,"3 h, 37 m",3.37,422626,"C, RC, C, "
Official,Unplanned,Gisborne West,035-0327/04.23-B,"Gisborne, at the intersection with Commerce Place",Resolved,"Gisborne, at the intersection with Commerce Place",Crash,The road is now clear.,Road Hazard,01-May-2023 08:08:59, , , ,01-May-2023 07:24:52,01-May-2023 09:21:09,"1 h, 57 m",1.57,422918,"C, RC, C, "
Official,Unplanned,Gisborne West,002-0406/00.21-B,"Otoko, near the intersection with Whakarau Road ",Resolved,"Otoko, near the intersection with Whakarau Road ",Crash,The road is now clear.,Road Hazard,06-May-2023 10:47:38,06-May-2023 11:44:26,57 m,0.57,06-May-2023 07:18:59,06-May-2023 15:41:28,"8 h, 23 m",8.23,423539,"C, RC, C, "
Official,Unplanned,Gisborne West,002-0361/07.75-B,"Matawai, near the intersection with Te Wera Road. ",Resolved,"Matawai, near the intersection with Te Wera Road. ",Crash,The road is now clear.,Road Hazard,16-May-2023 14:58:48, , , ,16-May-2023 13:57:24,16-May-2023 20:27:55,"6 h, 30 m",6.30,425769,"C, RC, C, "
Official,Unplanned,Gisborne West,002-0375/00.68-B,Matawai to Te Karaka,Resolved,Matawai to Te Karaka,Drop Out,The road is now clear.,Area Warning,22-Jun-2023 09:42:59, , , ,22-Jun-2023 09:42:59,31-Jul-2023 11:50:37,"39 d, 2 h, 8 m",938.08,431468,"RC, C, "
Official,Unplanned,Gisborne West,035-0200/01.29-B,Okitu to Ruatoria,Resolved,Okitu to Ruatoria,Slip,The road is now clear.,Area Warning,26-Jun-2023 17:00:00,27-Jun-2023 07:00:38,"14 h, 0 m",14.00,26-Jun-2023 14:53:24,27-Jun-2023 09:47:14,"18 h, 54 m",18.54,431945,"C, RC, C, "
Unofficial,Planned,Gisborne West,002-0361/00.53-B, Matawai to Opotiki (Waioeka Gorge),Resolved, Matawai to Opotiki (Waioeka Gorge),Road Works,The road is now clear.,Area Warning,29-Jun-2023 19:00:00,30-Jun-2023 05:00:00,"10 h, 0 m",10.00,26-Jun-2023 19:00:00,28-Jul-2023 13:13:05,"31 d, 18 h, 13 m",762.13,427547,"C, RC, C, RC, C, RC, C, RC, C, "
Official,Planned,Gisborne West,002-0390/03.09-B,Te Karaka to Otoko,Resolved,Te Karaka to Otoko,Other,"Due to emergency tree removal, this road will be closed on Monday 17th July Tuesday 18th July, Monday 24th July and Tuesday 25th July between 8:30am and 4:30pm. A convoy will escort traffic through the site in each direction, northbound traffic at 12pm and southbound traffic at 12:30pm. Plan your journey accordingly avoiding travel during this time if possible. Please note these works are weather dependent and may be postponed at short notice. ",Area Warning,25-Jul-2023 08:30:00,25-Jul-2023 16:30:00,"8 h, 0 m",8.00,17-Jul-2023 08:30:00,25-Jul-2023 16:30:00,"8 d, 8 h, 0 m",200.00,433530,"D, RC, D, RC, D, RC, D, RC, D, "
Official,Planned,Gisborne West,002-0361/01.69-B,Gisborne to Waioeka Gorge,Resolved,Gisborne to Waioeka Gorge,Resurfacing,"Due to resurfacing works, various sections of this road will be closed in both directions on Tuesday 3rd October to Thursday 5th October nights between 7pm and 5am each night. Plan your journey accordingly, avoiding travel during this time. These works are weather-dependent and may be postponed at short notice. ",Area Warning,05-Oct-2023 19:00:00,06-Oct-2023 05:00:00,"10 h, 0 m",10.00,29-Aug-2023 19:00:00,06-Oct-2023 05:00:00,"37 d, 10 h, 0 m",898.00,439674,"C, RC, C, RC, C, RC, C, RC, C, RC, C, RC, C, RC, C, RC, C, RC, C, RC, C, RC, C, RC, C, RC, C, RC, C, RC, C, RC, C, RC, C, RC, C, RC, C, RC, C, RC, C, RC, C, "
Official,Unplanned,Gisborne West,035-0308/11.26-B,"Okitu, at the intersection of Sirrah Street",Resolved,"Okitu, at the intersection of Sirrah Street",Crash,The road is now clear.,Road Hazard,02-Sep-2023 12:37:44,02-Sep-2023 13:48:31,"1 h, 11 m",1.11,02-Sep-2023 12:24:04,02-Sep-2023 16:12:40,"3 h, 48 m",3.48,440202,"C, D, RC, C, "
Official,Unplanned,Gisborne West,002-0390/03.02-B,Te Karaka to Otoko,Resolved,Te Karaka to Otoko,Flooding,The road is now clear.,Area Warning,26-Sep-2023 16:07:23, , , ,26-Sep-2023 16:07:23,26-Sep-2023 19:58:41,"3 h, 51 m",3.51,443487,"RC, C, "
Official,Unplanned,Gisborne West,002-0361/08.01-B,"Matawai, between the intersection of Te Wera Road to Matawai ",Resolved,"Matawai, between the intersection of Te Wera Road to Matawai ",Fallen Tree/s Across Highway,The road is now clear.,Area Warning,27-Sep-2023 11:47:17, , , ,27-Sep-2023 11:47:17,29-Sep-2023 15:12:51,"2 d, 3 h, 25 m",51.25,443581,"RC, C, "
Official,Planned,Gisborne West,035-0327/00.13-B,"Gisborne, between Reads Quay and the Esplanade",Resolved,"Gisborne, between Reads Quay and the Esplanade",Other,The road is now clear.,Area Warning,26-Nov-2023 15:00:39,26-Nov-2023 18:44:19,"3 h, 44 m",3.44,26-Nov-2023 14:25:10,26-Nov-2023 18:44:19,"4 h, 19 m",4.19,450275,"RC, C, "
Official,Unplanned,Gisborne West,002-0416/10.37-B,"Ormond, north of intersection with Ngakoroa Road",Resolved,"Ormond, north of intersection with Ngakoroa Road",Slip,The road is now clear.,Road Hazard,28-Nov-2023 19:58:18,28-Nov-2023 21:08:08,"1 h, 10 m",1.10,28-Nov-2023 18:29:00,30-Nov-2023 10:43:08,"1 d, 16 h, 14 m",40.14,450487,"C, RC, C, RC, C, "
Official,Unplanned,Hawkes Bay,002-0626/09.48-B,Whirinaki to Wairoa,Resolved,Whirinaki to Wairoa,Slip,The road is now clear.,Area Warning,11-Jan-2023 03:59:12,12-Jan-2023 17:13:23,"1 d, 13 h, 14 m",37.14,11-Jan-2023 03:59:12,21-Jan-2023 08:39:41,"10 d, 4 h, 40 m",244.40,411646,"RC, C, "
Official,Unplanned,Hawkes Bay,002-0729/11.14-B,"Takapau, between Sydney Street and Fraser Road",Resolved,"Takapau, between Sydney Street and Fraser Road",Crash,The road is now clear.,Road Hazard,11-Jan-2023 15:05:27, , , ,11-Jan-2023 14:36:04,11-Jan-2023 21:33:46,"6 h, 57 m",6.57,411743,"C, RC, C, "
Official,Unplanned,Hawkes Bay,050-0017/00.54-B,"Fernhill, between the intersection with Gordon Street and  Ngaruroro River bridge",Resolved,"Fernhill, between the intersection with Gordon Street and  Ngaruroro River bridge",Crash,The road is now clear.,Road Hazard,13-Jan-2023 16:56:24,13-Jan-2023 21:15:14,"4 h, 19 m",4.19,13-Jan-2023 15:45:04,13-Jan-2023 21:15:14,"5 h, 30 m",5.30,411978,"C, RC, C, "
Official,Unplanned,Hawkes Bay,050-0012/01.78-B,"Waiohiki, near the intersection of Franklin Road",Resolved,"Waiohiki, near the intersection of Franklin Road",Crash,The road is now clear.,Area Warning,24-Jan-2023 19:10:55, , , ,24-Jan-2023 17:52:09,25-Jan-2023 09:16:30,"15 h, 24 m",15.24,412965,"C, RC, C, "
Official,Planned,Hawkes Bay,051-0002/00.08-D,"Napier, intersections of SH50 and SH51",Resolved,"Napier, intersections of SH50 and SH51",Resurfacing,"Due to resurfacing works, this section of road will be closed in both directions from Tuesday 24th January to Friday 27th January between 7pm and 5am nights. Plan your journey accordingly and expect up to 15 minute delays travelling along this route. Please note these works are weather dependent and may be postponed at short notice.",Road Work,27-Jan-2023 19:00:00,28-Jan-2023 05:00:00,"10 h, 0 m",10.00,24-Jan-2023 19:00:53,28-Jan-2023 05:00:53,"3 d, 10 h, 0 m",82.00,412292,"C, RC, C, RC, C, RC, C, RC, C, "
Official,Unplanned,Hawkes Bay,050-0067/03.62-B,"Ongaonga, at the intersection of Wakarara Road",Resolved,"Ongaonga, at the intersection of Wakarara Road",Crash,The road is now clear.,Road Hazard,26-Jan-2023 11:30:55, , , ,26-Jan-2023 11:04:43,26-Jan-2023 20:03:06,"8 h, 59 m",8.59,413130,"C, RC, C, "
Official,Unplanned,Hawkes Bay,038-0161/04.78-B,"Omahanui, between Ruapapa Road and Ohuka Road",Resolved,"Omahanui, between Ruapapa Road and Ohuka Road",Fallen tree/s across highway,The road is now clear.,Road Hazard,28-Jan-2023 07:31:37, , , ,28-Jan-2023 06:20:00,28-Jan-2023 09:44:07,"3 h, 24 m",3.24,413359,"D, RC, D, C, "
Official,Unplanned,Hawkes Bay,050-0017/15.98-B,"Maraekakaho, at Kereru Road intersection.",Resolved,"Maraekakaho, at Kereru Road intersection.",Fallen tree/s across highway,The road is now clear.,Road Hazard,29-Jan-2023 02:06:07,29-Jan-2023 06:59:35,"4 h, 53 m",4.53,29-Jan-2023 01:06:41,29-Jan-2023 09:53:34,"8 h, 47 m",8.47,413530,"C, RC, C, "
Official,Planned,Hawkes Bay,002-0658/00.04-D,"Napier to Hastings, between Links Road and Evenden Road",Resolved,"Napier to Hastings, between Links Road and Evenden Road",Road Works,"Due to line marking works, this road will be closed in both directions on Monday 30th January between 7pm and 12am night. Plan your journey accordingly allowing extra time for your travel. Please note these works are weather dependent and may be postponed at short notice.",Area Warning,30-Jan-2023 19:00:00,31-Jan-2023 00:00:00,"5 h, 0 m",5.00,30-Jan-2023 19:00:00,31-Jan-2023 00:00:00,"5 h, 0 m",5.00,412934,"C, RC, "
Official,Unplanned,Hawkes Bay,050-0079/02.23-B,"Ashley Clinton, between Ashcott Road and Bridge Street",Resolved,"Ashley Clinton, between Ashcott Road and Bridge Street",Crash,The road is now clear.,Area Warning,06-Feb-2023 15:10:44,06-Feb-2023 18:54:31,"3 h, 44 m",3.44,06-Feb-2023 14:30:39,06-Feb-2023 18:54:31,"4 h, 24 m",4.24,414481,"C, RC, C, "
Official,Unplanned,Hawkes Bay,002-0651/03.33-D,"Taradale, near the intersection with Meeanee Road",Resolved,"Taradale, near the intersection with Meeanee Road",Crash,The road is now clear.,Road Hazard,08-Feb-2023 13:18:47, , , ,08-Feb-2023 13:18:47,08-Feb-2023 14:13:50,55 m,0.55,414715,"RC, C, "
Official,Unplanned,Hawkes Bay,038-0147/10.04-B,"Tuai, before Waihi Road ",Resolved,"Tuai, before Waihi Road ",Other,The road is now clear.,Road Hazard,08-Feb-2023 18:32:53, , , ,08-Feb-2023 17:13:00,08-Feb-2023 21:59:23,"4 h, 46 m",4.46,414747,"D, RC, C, "
Official,Unplanned,Hawkes Bay,002-0729/04.33-B,"Takapau, between the intersections with Speedy Road and Fraser Road.",Resolved,"Takapau, between the intersections with Speedy Road and Fraser Road.",Crash,The road is now clear.,Road Hazard,09-Feb-2023 09:00:11, , , ,09-Feb-2023 08:48:20,09-Feb-2023 10:12:24,"1 h, 24 m",1.24,414783,"C, RC, D, C, "
Unofficial,Unplanned,Hawkes Bay,01N-0696-W/00.03,Eskdale to Taupo,Resolved,Eskdale to Taupo,Flooding,The road is now clear.,Area Warning,26-Mar-2023 19:00:00,27-Mar-2023 07:00:00,"12 h, 0 m",12.00,13-Feb-2023 19:27:05,25-Jun-2023 08:27:01,"131 d, 13 h, 0 m",3157.00,415384,"RC, C, RC, C, RC, C, RC, C, RC, C, RC, C, RC, C, RC, C, D, C, "
Official,Unplanned,Hawkes Bay,051-0002/00.10-B,Napier to Clive,Resolved,Napier to Clive,Strong Winds,The road is now clear.,Area Warning,14-Feb-2023 06:39:52, , , ,14-Feb-2023 06:36:04,15-Feb-2023 23:49:15,"1 d, 17 h, 13 m",41.13,415561,"C, RC, C, "
Unofficial,Unplanned,Hawkes Bay,050-0017/00.27-B,"Fernhill, Ngaruroro Bridge",Resolved,"Fernhill, Ngaruroro Bridge",Flooding,The road is now clear.,Road Hazard,15-Feb-2023 17:56:52,02-Mar-2023 08:36:29,"14 d, 14 h, 40 m",350.40,14-Feb-2023 08:47:20,02-Mar-2023 08:36:29,"15 d, 23 h, 49 m",383.49,415586,"C, RC, C, "
Unofficial,Unplanned,Hawkes Bay,050-0017/10.88-B,Takapau to Hastings,Resolved,Takapau to Hastings,Flooding,The road is now clear.,Area Warning,14-Feb-2023 09:00:12, , , ,14-Feb-2023 09:00:12,26-Jun-2023 15:34:48,"132 d, 6 h, 34 m",3174.34,415597,"RC, C, "
Unofficial,Unplanned,Hawkes Bay,050-0017/10.87-B,Takapau to Hastings,Resolved,Takapau to Hastings,Flooding,The road is now clear.,Area Warning,14-Feb-2023 09:00:12, , , ,14-Feb-2023 09:00:12,26-Jun-2023 15:34:48,"132 d, 6 h, 34 m",3174.34,415597,"RC, C, "
Unofficial,Unplanned,Hawkes Bay,050-0017/00.09-B,Takapau to Hastings,Resolved,Takapau to Hastings,Flooding,The road is now clear.,Area Warning,14-Feb-2023 09:00:12, , , ,14-Feb-2023 09:00:12,26-Jun-2023 15:34:48,"132 d, 6 h, 34 m",3174.34,415597,"RC, C, "
Official,Unplanned,Hawkes Bay,002-0651-W/00.08,"Napier, between Taradale Road and Meeanee Road.",Resolved,"Napier, between Taradale Road and Meeanee Road.",Flooding,The road is now clear.,Area Warning,14-Feb-2023 13:09:47,16-Feb-2023 20:42:26,"2 d, 7 h, 33 m",55.33,14-Feb-2023 13:09:19,18-Feb-2023 01:17:52,"3 d, 12 h, 8 m",84.08,415653,"C, RC, C, "
Official,Unplanned,Hawkes Bay,002-0707/13.08-B,Waipawa to Waipukuarau,Resolved,Waipawa to Waipukuarau,Flooding,The road is now clear.,Area Warning,14-Feb-2023 14:58:04, , , ,14-Feb-2023 14:58:04,16-Feb-2023 00:12:19,"1 d, 9 h, 14 m",33.14,415678,"RC, C, "
Official,Unplanned,Hawkes Bay,051-0013/06.07-B,"Mangateretere, between Elwood Road and Napier Road",Resolved,"Mangateretere, between Elwood Road and Napier Road",Flooding,The road is now clear.,Area Warning,14-Feb-2023 21:35:25, , , ,14-Feb-2023 21:20:57,18-Feb-2023 03:16:48,"3 d, 5 h, 56 m",77.56,415717,"C, RC, C, "
Unofficial,Unplanned,Hawkes Bay,002-0658/03.43-B,"Pakowhai, Ngaruroro River Bridge",Resolved,"Pakowhai, Ngaruroro River Bridge",Flooding,The road is now clear.,Road Hazard,14-Feb-2023 23:26:53,18-Feb-2023 01:04:46,"3 d, 1 h, 38 m",73.38,14-Feb-2023 23:20:49,18-Feb-2023 01:04:46,"3 d, 1 h, 44 m",73.44,415724,"C, RC, C, "
Official,Unplanned,Hawkes Bay,051-0002/09.18-B,Clive (Waitangi Bridge),Resolved,Clive (Waitangi Bridge),Other,The road is now clear.,Road Hazard,27-Apr-2023 20:00:00,28-Apr-2023 05:00:00,"9 h, 0 m",9.00,16-Feb-2023 11:53:41,12-Jul-2023 17:01:43,"146 d, 5 h, 8 m",3509.08,415895,"RC, D, RC, C, RC, C, RC, C, RC, C, RC, C, RC, C, RC, C, RC, C, RC, C, RC, C, RC, C, RC, C, D, C, RC, C, RC, C, RC, C, "
Official,Unplanned,Hawkes Bay,038-0131/10.33-B,North of Onepoto Road to Aniwaniwa Falls ,Resolved,North of Onepoto Road to Aniwaniwa Falls ,Other,The road is now clear.,Area Warning,16-Feb-2023 15:30:00,24-Mar-2023 09:02:26,"35 d, 17 h, 32 m",857.32,16-Feb-2023 15:30:00,24-Mar-2023 09:02:26,"35 d, 17 h, 32 m",857.32,418504,"RC, C, "
Official,Unplanned,Hawkes Bay,038-0131/00.01-B,Aniwaniwa Falls to Frasertown,Resolved,Aniwaniwa Falls to Frasertown,Flooding,The road is now clear.,Area Warning,16-Feb-2023 15:33:00,13-Mar-2023 14:14:00,"24 d, 22 h, 41 m",598.41,16-Feb-2023 15:33:00,26-Jun-2023 15:44:53,"130 d, 11 m",3120.11,415931,"RC, C, "
Official,Unplanned,Hawkes Bay,002-0658/00.05-I,"Napier to Hastings, Between Evenden Road and Pakowhai Road",Resolved,"Napier to Hastings, Between Evenden Road and Pakowhai Road",Flooding,The road is now clear.,Area Warning,16-Feb-2023 20:31:53,18-Feb-2023 01:00:27,"1 d, 4 h, 29 m",28.29,16-Feb-2023 20:31:53,18-Feb-2023 01:00:27,"1 d, 4 h, 29 m",28.29,415951,"RC, C, "
Official,Unplanned,Hawkes Bay,002-0658/03.47-B,"Napier to Hastings, Between Evenden Road and Pakowhai Road",Resolved,"Napier to Hastings, Between Evenden Road and Pakowhai Road",Flooding,The road is now clear.,Area Warning,16-Feb-2023 20:31:53,18-Feb-2023 01:00:27,"1 d, 4 h, 29 m",28.29,16-Feb-2023 20:31:53,18-Feb-2023 01:00:27,"1 d, 4 h, 29 m",28.29,415951,"RC, C, "
Unofficial,Unplanned,Hawkes Bay,002-0592/14.97-B,Eskdale to Tutira,Resolved,Eskdale to Tutira,Flooding,The road is now clear.,Area Warning,17-Feb-2023 15:31:00,11-May-2023 16:00:00,"83 d, 29 m",1992.29,17-Feb-2023 15:29:00,26-May-2023 13:19:35,"97 d, 21 h, 50 m",2349.50,416009,"RC, C, V, C, "
Official,Unplanned,Hawkes Bay,035-0327/08.19-B,Wairoa to Gisborne,Resolved,Wairoa to Gisborne,Flooding,The road is now clear.,Area Warning,18-Feb-2023 19:00:00,19-Feb-2023 07:00:00,"12 h, 0 m",12.00,17-Feb-2023 15:38:00,20-Jul-2023 08:02:35,"152 d, 16 h, 24 m",3664.24,416010,"C, RC, C, RC, C, "
Official,Unplanned,Hawkes Bay,051-0013/00.00-B,"Clive to Awatoto, between the intersection of Farndon Road and Awatoto Road",Resolved,"Clive to Awatoto, between the intersection of Farndon Road and Awatoto Road",Spillage,The road is now clear.,Area Warning,21-Feb-2023 15:14:25,21-Feb-2023 17:01:39,"1 h, 47 m",1.47,21-Feb-2023 15:14:25,21-Feb-2023 17:01:39,"1 h, 47 m",1.47,416372,"RC, C, "
Official,Unplanned,Hawkes Bay,051-0013/06.47-B,"Waipatu, near the intersection with Ruahapia Road",Resolved,"Waipatu, near the intersection with Ruahapia Road",Crash,The road is now clear.,Road Hazard,22-Feb-2023 14:14:44,22-Feb-2023 16:50:09,"2 h, 36 m",2.36,22-Feb-2023 14:14:44,22-Feb-2023 16:50:09,"2 h, 36 m",2.36,416486,"RC, C, "
Official,Unplanned,Hawkes Bay,002-0497/08.14-B,"Whakaki to Nuhaka, near Blucks Pit Road intersection",Resolved,"Whakaki to Nuhaka, near Blucks Pit Road intersection",Flooding,The road is now clear.,Road Hazard,28-Feb-2023 07:54:57,28-Feb-2023 15:54:40,"8 h, 0 m",8.00,28-Feb-2023 04:54:00,28-Feb-2023 15:54:40,"11 h, 0 m",11.00,417062,"C, RC, C, "
Official,Unplanned,Hawkes Bay,002-0497/17.49-B,Wairoa to Whakaki,Resolved,Wairoa to Whakaki,Flooding,The road is now clear.,Area Warning,28-Feb-2023 11:53:33,28-Feb-2023 15:47:36,"3 h, 54 m",3.54,28-Feb-2023 11:49:56,28-Feb-2023 15:47:36,"3 h, 58 m",3.58,417122,"C, RC, C, "
Official,Unplanned,Hawkes Bay,050-0049/10.27-B,"Tikokino, near the Matheson Road Intersection",Resolved,"Tikokino, near the Matheson Road Intersection",Crash,The road is now clear.,Road Hazard,13-Mar-2023 11:06:56, , , ,13-Mar-2023 08:44:35,13-Mar-2023 12:56:12,"4 h, 12 m",4.12,418350,"C, D, RC, D, C, "
Official,Unplanned,Hawkes Bay,002-0577/14.66-B,Waikare Bridge,Resolved,Waikare Bridge,Flooding,The road is now clear.,Road Hazard,30-May-2023 21:00:00,31-May-2023 05:00:00,"8 h, 0 m",8.00,27-Mar-2023 12:23:00,31-May-2023 07:14:10,"64 d, 18 h, 51 m",1554.51,419804,"RC, C, V, RC, V, RC, V, RC, V, RC, V, RC, V, RC, V, RC, V, RC, V, RC, V, RC, V, RC, V, RC, V, RC, V, RC, V, RC, V, RC, V, RC, V, C, "
Official,Planned,Hawkes Bay,051-0002/08.47-B,Waitangi Bridge,Resolved,Waitangi Bridge,Bridge Repairs,The road is now open again to traffic. ,Road Work,27-Mar-2023 18:30:00,28-Mar-2023 05:00:00,"10 h, 30 m",10.30,27-Mar-2023 18:30:00,28-Mar-2023 05:00:00,"10 h, 30 m",10.30,419487, 
Official,Planned,Hawkes Bay,005-0204/12.90-B,4km north of Te Haroto,Resolved,4km north of Te Haroto,Other,"Due to stock movements, this road will be closed in both directions on Tuesday 28th March between 11am and 12pm.  Plan your journey accordingly and avoid travel during this time if possible",Road Work,28-Mar-2023 11:00:00,28-Mar-2023 12:00:00,"1 h, 0 m",1.00,28-Mar-2023 11:00:00,28-Mar-2023 12:00:00,"1 h, 0 m",1.00,419551,"C, RC, "
Official,Unplanned,Hawkes Bay,002-0652-R1/00.05,"Napier, Kennedy Road On-ramp",Resolved,"Napier, Kennedy Road On-ramp",Crash,The road is now clear.,Area Warning,29-Mar-2023 07:27:54,29-Mar-2023 07:43:56,16 m,0.16,29-Mar-2023 07:00:35,29-Mar-2023 08:48:58,"1 h, 48 m",1.48,419975,"C, RC, C, "
Official,Planned,Hawkes Bay,002-0483/08.38-B,Morere,Resolved,Morere,Other,"Due to culvert repair works, the road will be closed day and night in both directions from 8am Wednesday 19th April to 8am Friday 21st April. Plan your journey accordingly allowing extra time for your travel. Please note these works are weather dependent and may be postponed at short notice.",Road Work,19-Apr-2023 08:00:00,21-Apr-2023 08:00:02,"2 d, 0 m",48.00,19-Apr-2023 08:00:00,21-Apr-2023 08:00:02,"2 d, 0 m",48.00,419121,"C, RC, "
Official,Unplanned,Hawkes Bay,002-0729/08.49-B,"Takapau, between Fraser Road and Charlotte Street",Resolved,"Takapau, between Fraser Road and Charlotte Street",Crash,The road is now clear.,Road Hazard,21-Apr-2023 01:06:52,21-Apr-2023 05:47:37,"4 h, 41 m",4.41,21-Apr-2023 00:19:50,21-Apr-2023 06:28:05,"6 h, 9 m",6.09,422024,"C, RC, C, RC, C, "
Official,Unplanned,Hawkes Bay,002-0497/09.75-B,"Nuhaka, at the intersection of Tahaenui Road",Resolved,"Nuhaka, at the intersection of Tahaenui Road",Crash,The road is now clear.,Road Hazard,22-Apr-2023 15:54:24,22-Apr-2023 17:15:15,"1 h, 21 m",1.21,22-Apr-2023 14:46:44,22-Apr-2023 19:54:42,"5 h, 8 m",5.08,422186,"C, RC, C, "
Official,Planned,Hawkes Bay,002-0707/06.66-B,"Waipawa, between Ruataniwha and Waverley Street",Resolved,"Waipawa, between Ruataniwha and Waverley Street",Public Event,"Due to an ANZAC event, this section of road will be closed in both directions on Tuesday 25th April between 11:25am and 12:15pm.  Plan your journey accordingly allowing extra time for travel.",Area Warning,25-Apr-2023 11:25:19,25-Apr-2023 12:15:28,50 m,0.50,25-Apr-2023 11:25:19,25-Apr-2023 12:15:48,50 m,0.50,421728, 
Official,Unplanned,Hawkes Bay,002-0483/01.75-B,"Morere, at the intersection of Maraenui Road",Resolved,"Morere, at the intersection of Maraenui Road",Crash,The road is now clear.,Road Hazard,30-Apr-2023 16:00:29, , , ,30-Apr-2023 12:44:19,03-May-2023 16:13:32,"3 d, 3 h, 29 m",75.29,422863,"C, RC, D, C, "
Official,Unplanned,Hawkes Bay,051-0002/05.61-B,"Awatoto, between Awatoto Road and Waitangi Road.",Resolved,"Awatoto, between Awatoto Road and Waitangi Road.",Other,The road is now clear.,Area Warning,08-May-2023 21:30:48, , , ,08-May-2023 21:20:35,08-May-2023 23:51:34,"2 h, 31 m",2.31,423819,"C, RC, C, "
Unofficial,Unplanned,Hawkes Bay,002-0533/00.01-B,Napier to Wairoa,Resolved,Napier to Wairoa,Other,The road is now clear.,Area Warning,30-May-2023 21:00:00,31-May-2023 07:00:00,"10 h, 0 m",10.00,14-May-2023 18:19:00,20-Jul-2023 08:20:35,"66 d, 14 h, 1 m",1598.01,424561,"C, RC, D, RC, D, RC, D, RC, D, RC, D, RC, D, RC, D, RC, D, RC, D, RC, D, RC, D, RC, D, RC, D, RC, D, RC, D, RC, D, RC, D, C, "
Official,Unplanned,Hawkes Bay,002-0638/02.96-B,"Bay View, near to intersection with Petane Road",Resolved,"Bay View, near to intersection with Petane Road",Crash,The road is now clear.,Road Hazard,19-May-2023 13:20:36,19-May-2023 14:51:33,"1 h, 31 m",1.31,19-May-2023 13:13:07,19-May-2023 14:51:33,"1 h, 38 m",1.38,426061,"C, RC, D, RC, C, "
Official,Unplanned,Hawkes Bay,005-0204/07.55-B,Glengarry to Waipunga,Resolved,Glengarry to Waipunga,Crash,The road is now clear.,Road Hazard,19-May-2023 22:03:27, , , ,19-May-2023 20:56:33,20-May-2023 00:22:26,"3 h, 26 m",3.26,426118,"C, RC, C, "
Official,Unplanned,Hawkes Bay,050-0012/00.05-B,"Waiohiki, between Korokipo Road and the intersection of State Highway 2",Resolved,"Waiohiki, between Korokipo Road and the intersection of State Highway 2",Crash,The road is now clear.,Area Warning,30-May-2023 15:50:00, , , ,30-May-2023 15:25:53,30-May-2023 19:50:18,"4 h, 25 m",4.25,427248,"C, RC, D, C, "
