Official,Planned,Sub Region,Location,Location Description,Status,Location Description,Description,Event Comments,Event Type,Closure Start Date,Closure End Date,"Closure Duration (d,h,m)",Closure Duration (hh.mm),System Start Date,System End Date,"Event Duration (d,h,m)",Event Duration (hh.mm),Event ID,Impact Summary
Official,Unplanned,Hawkes Bay,002-0608/15.99-B,"Tutira to Whirinaki, Near Tangoio Falls",Resolved,"Tutira to Whirinaki, Near Tangoio Falls",Crash,The road is now clear.,Road Hazard,07-Jun-2023 12:00:27, , , ,07-Jun-2023 11:53:13,07-Jun-2023 16:18:51,"4 h, 25 m",4.25,428011,"C, RC, C, "
Official,Unplanned,Hawkes Bay,002-0638/05.03-B,"Bay View, between Watchman Road and Onehunga Road",Resolved,"Bay View, between Watchman Road and Onehunga Road",Crash,The road is now clear.,Area Warning,14-Jun-2023 04:17:27, , , ,14-Jun-2023 04:01:14,14-Jun-2023 06:11:46,"2 h, 10 m",2.10,428649,"C, RC, C, "
Official,Unplanned,Hawkes Bay,002-0646/02.30-D,Napier to Wairoa,Resolved,Napier to Wairoa,Flooding,The road is now clear.,Area Warning,22-Jun-2023 17:00:03, , , ,22-Jun-2023 15:02:59,26-Jun-2023 15:44:11,"4 d, 42 m",96.42,431504,"C, RC, C, "
Official,Unplanned,Hawkes Bay,005-0137/00.19-B,Eskdale to Taupo,Resolved,Eskdale to Taupo,Flooding,The road is now clear.,Area Warning,22-Jun-2023 16:50:00,25-Jun-2023 07:59:20,"2 d, 15 h, 9 m",63.09,22-Jun-2023 16:50:00,20-Jul-2023 08:07:24,"27 d, 15 h, 17 m",663.17,431516,"RC, C, RC, C, "
Official,Unplanned,Hawkes Bay,050-0067/05.88-B,Tikokino to Ongaonga,Resolved,Tikokino to Ongaonga,Flooding,The road is now clear.,Area Warning,24-Jun-2023 08:15:33,25-Aug-2023 12:59:49,"62 d, 4 h, 44 m",1492.44,24-Jun-2023 07:29:25,28-Aug-2023 09:09:02,"65 d, 1 h, 40 m",1561.40,431725,"C, RC, C, "
Official,Unplanned,Hawkes Bay,002-0497/08.74-B,"Nuhaka, near the Kokohu Road Intersection",Resolved,"Nuhaka, near the Kokohu Road Intersection",Slip,The road is now clear.,Road Hazard,27-Jun-2023 04:00:43, , , ,27-Jun-2023 02:31:59,27-Jul-2023 13:17:07,"30 d, 10 h, 46 m",730.46,431980,"C, RC, C, "
Official,Unplanned,Hawkes Bay,002-0658-W/00.09,"Waiohiki, between Pakowhai Road and Evenden Road Intersections",Resolved,"Waiohiki, between Pakowhai Road and Evenden Road Intersections",Crash,The road is now clear.,Area Warning,06-Jul-2023 20:43:29,07-Jul-2023 01:23:27,"4 h, 40 m",4.40,06-Jul-2023 20:43:29,07-Jul-2023 02:25:08,"5 h, 42 m",5.42,433083,"RC, C, "
Official,Unplanned,Hawkes Bay,002-0658/05.08-I,"Pakowhai, between Evenden Road and Pakowhai Road",Resolved,"Pakowhai, between Evenden Road and Pakowhai Road",Crash,The road is now clear.,Area Warning,08-Jul-2023 12:49:26,08-Jul-2023 13:49:33,"1 h, 0 m",1.00,08-Jul-2023 12:49:26,08-Jul-2023 13:49:33,"1 h, 0 m",1.00,433217,"RC, C, "
Unofficial,Unplanned,Hawkes Bay,002-0638/08.98-D,Napier (Whirinaki) to Wairoa.,Resolved,Napier (Whirinaki) to Wairoa.,Slip,The road is now clear.,Area Warning,12-Jul-2023 18:29:10, , , ,12-Jul-2023 18:29:10,13-Jul-2023 10:39:10,"16 h, 10 m",16.10,433649,"RC, C, "
Official,Unplanned,Hawkes Bay,002-0608/10.82-B,Between Whirinaki and Tutira (Devils Elbow),Resolved,Between Whirinaki and Tutira (Devils Elbow),Breakdown,The road is now clear.,Road Hazard,24-Jul-2023 12:59:39,24-Jul-2023 13:15:37,16 m,0.16,24-Jul-2023 12:59:39,24-Jul-2023 13:15:37,16 m,0.16,435698,"RC, C, "
Official,Unplanned,Hawkes Bay,002-0743/07.74-B,"Norsewood to Takapau, at the intersection of Otawhao Road",Resolved,"Norsewood to Takapau, at the intersection of Otawhao Road",Crash,The road is now clear.,Road Hazard,26-Jul-2023 11:41:05, , , ,26-Jul-2023 10:40:01,27-Jul-2023 12:52:37,"1 d, 2 h, 12 m",26.12,435890,"C, RC, C, RC, C, "
Official,Unplanned,Hawkes Bay,002-0626/02.98-B,"Tangoio,  south of Tangoio Settlement Road",Resolved,"Tangoio,  south of Tangoio Settlement Road",Crash,The road is now clear.,Road Hazard,31-Jul-2023 16:02:33, , , ,31-Jul-2023 15:43:38,31-Jul-2023 17:29:40,"1 h, 46 m",1.46,436336,"C, RC, C, "
Official,Unplanned,Hawkes Bay,005-0220/05.00-B,Te Pohue to Te Haroto,Resolved,Te Pohue to Te Haroto,Crash,The road is now clear.,Road Hazard,02-Aug-2023 12:00:00,02-Aug-2023 13:13:00,"1 h, 13 m",1.13,02-Aug-2023 04:31:41,02-Aug-2023 13:31:26,"9 h, 0 m",9.00,436477,"C, RC, C, "
Official,Planned,Hawkes Bay,002-0651/00.10-B,"Hastings, between Meeanee Road and Taradale Road ",Resolved,"Hastings, between Meeanee Road and Taradale Road ",Road Works,"Due to maintenance works, the road will be closed in both directions on Sunday 13th August night between 8pm and 4am. Plan your journey accordingly allowing extra time for your travel. Please note these works are weather dependent and may be postponed at short notice.",Area Warning,13-Aug-2023 20:00:41,14-Aug-2023 04:00:00,"8 h, 0 m",8.00,13-Aug-2023 20:00:10,14-Aug-2023 04:00:10,"8 h, 0 m",8.00,436370, 
Unofficial,Planned,Hawkes Bay,002-0658/09.37-D,"Hastings, between the intersection of York Road and Maraekakaho Road",Resolved,"Hastings, between the intersection of York Road and Maraekakaho Road",Road Works,"Due to wire rope barrier repair works, the road will be closed in both directions on Tuesday 15th August night between 8pm and 4am. Plan your journey accordingly allowing extra time for your travel. Please note these works are weather dependent and may be postponed at short notice.",Area Warning,15-Aug-2023 20:00:00,16-Aug-2023 04:00:00,"8 h, 0 m",8.00,15-Aug-2023 20:00:00,16-Aug-2023 04:00:00,"8 h, 0 m",8.00,438703, 
Official,Unplanned,Hawkes Bay,005-0137/00.10-B,Napier to Taupo,Resolved,Napier to Taupo,Crash,The road is now clear.,Area Warning,18-Aug-2023 12:14:02,18-Aug-2023 14:14:29,"2 h, 0 m",2.00,18-Aug-2023 09:13:51,18-Aug-2023 17:55:33,"8 h, 42 m",8.42,438978,"C, D, RC, D, C, "
Official,Planned,Hawkes Bay,002-0658/09.23-D,"Hastings, between the intersections of York Road and Omahu Road",Resolved,"Hastings, between the intersections of York Road and Omahu Road",Road Works,"Due to maintenance works, the road will be closed in both directions on Sunday 20th August night between 8pm and 4am. Plan your journey accordingly allowing extra time for your travel. Please note these works are weather dependent and may be postponed at short notice.",Area Warning,20-Aug-2023 20:00:00,21-Aug-2023 04:00:00,"8 h, 0 m",8.00,20-Aug-2023 20:00:00,21-Aug-2023 04:00:00,"8 h, 0 m",8.00,436938, 
Official,Planned,Hawkes Bay,002-0626/02.96-B,"Tangoio, between the intersections of Tangoio Settlement Road",Resolved,"Tangoio, between the intersections of Tangoio Settlement Road",Road Works,The road is now clear.,Area Warning,27-Aug-2023 20:00:00,28-Aug-2023 04:00:00,"8 h, 0 m",8.00,27-Aug-2023 20:00:00,28-Aug-2023 08:56:09,"12 h, 56 m",12.56,438672,"C, RC, C, "
Official,Planned,Hawkes Bay,002-0658/05.19-I,"Hastings, between the intersections of Evenden Road and Ohamu Road",Resolved,"Hastings, between the intersections of Evenden Road and Ohamu Road",Road Works,"Due to various works, this section of road will be closed in both directions on Sunday 3rd September night between 8pm and 4am.  Plan your journey allowing extra time for travel. Please note these works are dependent on various factors and may be postponed at short notice.",Area Warning,03-Sep-2023 20:00:00,04-Sep-2023 04:00:00,"8 h, 0 m",8.00,03-Sep-2023 20:00:00,04-Sep-2023 04:00:00,"8 h, 0 m",8.00,439200, 
Official,Unplanned,Hawkes Bay,002-0707/00.79-B,"Otane, South of the intersection with Argyll Road",Resolved,"Otane, South of the intersection with Argyll Road",Crash,The road is now clear.,Road Hazard,07-Sep-2023 17:10:50,07-Sep-2023 18:42:27,"1 h, 32 m",1.32,07-Sep-2023 16:52:29,07-Sep-2023 20:56:21,"4 h, 4 m",4.04,440647,"C, RC, C, "
Official,Planned,Hawkes Bay,002-0707/06.71-B,"Waipawa, between the intersections of Ruataniwha Street and Waverley Street, northbound",Resolved,"Waipawa, between the intersections of Ruataniwha Street and Waverley Street, northbound",Other,"Due to pedestrian crossing improvements, this section of road will be closed to northbound traffic on Thursday 12th October, Friday 13th October and Monday 16th October between 7am and 7pm. Please note SH2 southbound access to Ruataniwha Street will also be closed during these times. Plan your journey accordingly allowing extra time for travel during these times.",Area Warning,16-Oct-2023 07:00:00,16-Oct-2023 19:00:00,"12 h, 0 m",12.00,11-Sep-2023 07:00:00,16-Oct-2023 19:00:00,"35 d, 12 h, 0 m",852.00,439367,"C, RC, C, RC, C, RC, C, RC, C, RC, C, RC, C, RC, C, C, C, C, C, RC, C, RC, RC, C, RC, RC, C, RC, RC, RC, RC, RC, C, C, RC, C, RC, C, RC, C, C, "
Official,Planned,Hawkes Bay,002-0658/16.42-B,"Pakipaki, between the Pakipaki Roundabout and the intersection with Turamoe Road, northbound",Resolved,"Pakipaki, between the Pakipaki Roundabout and the intersection with Turamoe Road, northbound",Road Works,"Due to improvement works, this section of road will be closed to northbound traffic from Monday 11th September to Wednesday 13th September between 9am and 3pm. Plan your journey accordingly allowing extra time to travel through this area during these times.",Area Warning,13-Sep-2023 09:00:00,13-Sep-2023 15:00:00,"6 h, 0 m",6.00,11-Sep-2023 09:00:00,13-Sep-2023 15:00:00,"2 d, 6 h, 0 m",54.00,438980,"RC, C, C, RC, C, RC, C, "
Official,Unplanned,Hawkes Bay,005-0233/02.80-B,Napier to Taupo,Resolved,Napier to Taupo,Crash,The road is now clear.,Road Hazard,13-Sep-2023 03:24:20, , , ,13-Sep-2023 02:51:08,13-Sep-2023 12:13:44,"9 h, 22 m",9.22,441129,"C, RC, C, "
Official,Planned,Hawkes Bay,002-0658-W/00.17,"Hastings to Napier, between the intersections of Pakowhai Road and Evenden Road",Resolved,"Hastings to Napier, between the intersections of Pakowhai Road and Evenden Road",Road Works,"Due to works, this section of road will be closed in both directions on Sunday 17th September night between 8pm and 4am.  Plan your journey accordingly allowing extra time for travel.",Area Warning,17-Sep-2023 20:00:00,18-Sep-2023 04:00:00,"8 h, 0 m",8.00,17-Sep-2023 20:00:00,18-Sep-2023 04:00:00,"8 h, 0 m",8.00,440297,"RC, C, "
Official,Unplanned,Hawkes Bay,002-0651/02.92-I,"Napier, between Taradale Road and Meeanee Road, southbound",Resolved,"Napier, between Taradale Road and Meeanee Road, southbound",Crash,The road is now clear.,Road Hazard,18-Sep-2023 08:50:37,18-Sep-2023 12:08:19,"3 h, 18 m",3.18,18-Sep-2023 08:29:35,18-Sep-2023 12:08:43,"3 h, 39 m",3.39,441587,"C, RC, C, "
Official,Unplanned,Hawkes Bay,038-0179/02.89-B,"Frasertown, near Awamate Road",Resolved,"Frasertown, near Awamate Road",Slip,The road is now clear.,Road Hazard,26-Sep-2023 23:59:31, , , ,26-Sep-2023 22:04:00,27-Sep-2023 05:49:41,"7 h, 45 m",7.45,443526,"C, RC, C, "
Official,Planned,Hawkes Bay,002-0651/06.44-D,"Taradale, between the intersections of Meeanee Road and Links Road (SH50)",Resolved,"Taradale, between the intersections of Meeanee Road and Links Road (SH50)",Road Works,The road is now clear.,Area Warning,01-Oct-2023 20:00:00,02-Oct-2023 00:25:34,"4 h, 25 m",4.25,01-Oct-2023 20:00:00,02-Oct-2023 00:25:34,"4 h, 25 m",4.25,443449,"C, RC, "
Official,Unplanned,Hawkes Bay,050-0012/04.41-B,"Between Fernhill and Waiohiki, near the intersection with Wheatley Road ",Resolved,"Between Fernhill and Waiohiki, near the intersection with Wheatley Road ",Crash,The road is now clear.,Road Hazard,07-Oct-2023 16:37:22, , , ,07-Oct-2023 13:46:32,07-Oct-2023 18:40:18,"4 h, 54 m",4.54,444625,"D, C, C, RC, "
Official,Planned,Hawkes Bay,051-0002/01.71-B,"Napier, between the intersections of Rose Street and Campaign Street",Resolved,"Napier, between the intersections of Rose Street and Campaign Street",Road Works,"Due to works, this section of road will be closed in both direction from Sunday 8th October to Thursday 12th October nights between 6pm and 6am each night.  Plan your journey accordingly allowing extra time for travel.",Area Warning,12-Oct-2023 18:00:00,13-Oct-2023 06:00:00,"12 h, 0 m",12.00,08-Oct-2023 18:00:00,13-Oct-2023 06:00:00,"4 d, 12 h, 0 m",108.00,441346,"C, RC, C, RC, C, C, C, C, RC, RC, RC, "
Official,Planned,Hawkes Bay,002-0651/04.17-D,"Napier, between the intersections of Meeanee Road and Taradale Road",Resolved,"Napier, between the intersections of Meeanee Road and Taradale Road",Road Works,"Due to maintenance works, this section of road will be closed in both directions on Sunday 15th October night between 8pm and 4am.  Plan your journey accordingly allowing extra time for travel.",Area Warning,15-Oct-2023 20:00:00,16-Oct-2023 04:00:00,"8 h, 0 m",8.00,15-Oct-2023 20:00:00,16-Oct-2023 04:00:00,"8 h, 0 m",8.00,444075, 
Official,Unplanned,Hawkes Bay,002-0533/07.80-B,"Wairoa, between Kiwi Valley Road and Awamate Road",Resolved,"Wairoa, between Kiwi Valley Road and Awamate Road",Crash,The road is now clear.,Road Hazard,18-Oct-2023 16:55:57,18-Oct-2023 17:48:25,53 m,0.53,18-Oct-2023 16:04:34,18-Oct-2023 20:43:41,"4 h, 39 m",4.39,446606,"C, D, C, RC, "
Official,Planned,Hawkes Bay,002-0577/14.65-B,Waikare Bridge,Resolved,Waikare Bridge,Bridge Repairs,"Due to maintenance works, the bailey bridge will be closed tonight between 7pm and 5am. Access for emergency services will be maintained whilst these works are underway. Delay your journey during these work times. ",Road Work,24-Oct-2023 19:00:00,26-Oct-2023 04:58:36,"1 d, 9 h, 58 m",33.58,24-Oct-2023 19:00:00,26-Oct-2023 04:58:36,"1 d, 9 h, 58 m",33.58,444953,"C, RC, "
Official,Planned,Hawkes Bay,002-0658/04.98-D,"Hastings, between Evenden Road and Links Road",Resolved,"Hastings, between Evenden Road and Links Road",Bridge Repairs,"Due to work on the Tutaekuri Waimate Bridge, the road will be closed to traffic tonight between 8pm to 4am, nights. Plan your journey accordingly allowing extra time for your travel. Please note these works are weather-dependent and may be postponed at short notice. ",Area Warning,24-Oct-2023 20:00:00,26-Oct-2023 04:00:00,"1 d, 8 h, 0 m",32.00,24-Oct-2023 20:00:00,26-Oct-2023 04:00:00,"1 d, 8 h, 0 m",32.00,445071, 
Official,Planned,Hawkes Bay,002-0658/00.84-B,Tutaekuri Waimate Stream Bridge ,Resolved,Tutaekuri Waimate Stream Bridge ,Bridge Repairs,"Due to bridge repair works, the road will be closed  Wednesday 25th October between 8pm and 4am. Plan your journey accordingly allowing extra time for your travel. Please note these works are weather-dependent and may be postponed at short notice. ",Road Work,24-Oct-2023 20:00:00,26-Oct-2023 04:00:00,"1 d, 8 h, 0 m",32.00,24-Oct-2023 20:00:00,26-Oct-2023 04:00:00,"1 d, 8 h, 0 m",32.00,445021, 
Official,Planned,Hawkes Bay,051-0002/07.83-B,"Napier, between the Waitangi Bridge and the intersection with Awatoto Road",Resolved,"Napier, between the Waitangi Bridge and the intersection with Awatoto Road",Resurfacing,"Due to sealing works, this section of road will be closed to northbound traffic from Wednesday 25th October to Friday 3rd November between 9am and 5pm each day. Plan your journey accordingly allowing extra time for travel.",Area Warning,03-Nov-2023 09:00:00,03-Nov-2023 17:00:00,"8 h, 0 m",8.00,25-Oct-2023 09:00:00,03-Nov-2023 17:00:00,"9 d, 8 h, 0 m",224.00,447103,"C, RC, C, C, C, RC, RC, C, C, RC, C, C, C, RC, C, RC, RC, RC, RC, "
Official,Planned,Hawkes Bay,002-0648-C050/01.55,"Napier, between the intersections of Prebensen Drive and Taradale Road",Resolved,"Napier, between the intersections of Prebensen Drive and Taradale Road",Road Works,"Due to works, this section of road will be closed in both directions on Sunday 29th October night between 8pm and 4am.  Plan your journey accordingly allowing extra time for travel.  Please note these works are dependent on various factors and may be postponed or extended at short notice.",Area Warning,29-Oct-2023 20:00:00,30-Oct-2023 04:00:00,"8 h, 0 m",8.00,29-Oct-2023 20:00:00,30-Oct-2023 04:00:00,"8 h, 0 m",8.00,446444, 
Official,Unplanned,Hawkes Bay,051-0013/00.25-B,"Clive, by Clive River Bridge",Resolved,"Clive, by Clive River Bridge",Crash,The road is now clear.,Road Hazard,02-Nov-2023 00:02:42,02-Nov-2023 02:42:27,"2 h, 40 m",2.40,01-Nov-2023 23:19:05,02-Nov-2023 02:42:27,"3 h, 23 m",3.23,447885,"C, RC, C, "
Official,Planned,Hawkes Bay,050-0002/01.37-I,"Napier, between the intersections of Ford Street and Austin Street, westbound",Resolved,"Napier, between the intersections of Ford Street and Austin Street, westbound",Public Event,"Due to a walking event, this section of road will be closed to westbound traffic on Sunday 5th November between 7am and 2pm.  Plan your journey accordingly allowing extra time for travel.",Area Warning,05-Nov-2023 07:00:00,05-Nov-2023 14:00:00,"7 h, 0 m",7.00,05-Nov-2023 07:00:00,05-Nov-2023 14:00:00,"7 h, 0 m",7.00,444056, 
Official,Unplanned,Hawkes Bay,002-0626/09.25-B,Whirinaki to Wairoa ,Resolved,Whirinaki to Wairoa ,Flooding,The road is now clear.,Area Warning,07-Nov-2023 23:38:00, , , ,07-Nov-2023 22:24:56,08-Nov-2023 12:04:59,"13 h, 40 m",13.40,448447,"C, RC, C, "
Official,Unplanned,Hawkes Bay,002-0443/03.08-B,Wairoa to Gisborne,Resolved,Wairoa to Gisborne,Flooding,The road is now clear.,Area Warning,08-Nov-2023 02:40:33, , , ,08-Nov-2023 01:57:00,08-Nov-2023 12:06:27,"10 h, 9 m",10.09,448452,"C, RC, C, "
Official,Unplanned,Hawkes Bay,038-0131/01.99-B,Wairoa to Waikaremoana,Resolved,Wairoa to Waikaremoana,Flooding,The road is now clear.,Area Warning,08-Nov-2023 04:24:27, , , ,08-Nov-2023 04:24:27,08-Nov-2023 10:37:51,"6 h, 13 m",6.13,448454,"RC, C, "
Official,Unplanned,Hawkes Bay,002-0626/02.97-B,Whirinaki to Tangoio,Resolved,Whirinaki to Tangoio,Crash,The road is now clear.,Area Warning,11-Nov-2023 14:06:29, , , ,11-Nov-2023 13:25:01,11-Nov-2023 23:06:59,"9 h, 41 m",9.41,448814,"C, RC, D, C, "
Official,Planned,Hawkes Bay,002-0658/12.34-D,"Hastings, between the intersection of York Road and Maraekakaho Road",Resolved,"Hastings, between the intersection of York Road and Maraekakaho Road",Road Works,"Due to works, this section of road will be closed in both directions on Sunday 12th November night between 8pm and 4am.  Plan your journey accordingly allowing extra time for travel.  Please note these works are dependent on various factors and may be postponed at short notice.",Area Warning,12-Nov-2023 20:00:00,13-Nov-2023 04:00:00,"8 h, 0 m",8.00,12-Nov-2023 20:00:00,13-Nov-2023 04:00:00,"8 h, 0 m",8.00,447557, 
Official,Unplanned,Hawkes Bay,002-0544/01.73-B,"Ohinepaka, south of Cricklewood Road intersection",Resolved,"Ohinepaka, south of Cricklewood Road intersection",Fallen tree/s across highway,The road is now clear.,Road Hazard,18-Nov-2023 11:38:29, , , ,18-Nov-2023 10:19:00,18-Nov-2023 12:14:58,"1 h, 55 m",1.55,449441,"C, RC, C, "
Official,Unplanned,Hawkes Bay,002-0651-W/00.03,"Pirimai, from the intersection with State Highway 50",Resolved,"Pirimai, from the intersection with State Highway 50",Crash,The road is now clear.,Road Hazard,19-Nov-2023 15:12:10, , , ,19-Nov-2023 15:09:29,19-Nov-2023 15:44:37,35 m,0.35,449531,"C, RC, C, "
Official,Unplanned,Hawkes Bay,038-0179/00.65-B,"Frasertown, near Awamate Road.",Resolved,"Frasertown, near Awamate Road.",Slip,The road is now clear.,Road Hazard,25-Nov-2023 22:25:13, , , ,25-Nov-2023 21:56:36,26-Nov-2023 16:08:32,"18 h, 12 m",18.12,450217,"C, RC, C, "
Official,Unplanned,Hawkes Bay,002-0533/04.56-B,"Wairoa, west of The Crescent",Resolved,"Wairoa, west of The Crescent",Slip,The road is now clear.,Road Hazard,26-Nov-2023 02:44:42,27-Nov-2023 12:10:19,"1 d, 9 h, 26 m",33.26,26-Nov-2023 02:33:55,04-Dec-2023 13:03:20,"8 d, 10 h, 30 m",202.30,450227,"C, D, RC, C, "
Official,Planned,Hawkes Bay,002-0646/02.31-D,"Napier, between the intersections of Watchman Road and Prebensen Drive",Resolved,"Napier, between the intersections of Watchman Road and Prebensen Drive",Other,"Due to bridge maintenance and asphalting works, this route will be closed in both directions on Thursday 14th December night between 7pm and 4am.  Plan your journey and expect delays of up to 10 minutes whilst this work is underway.  These works are weather-dependent and can be cancelled at short notice.",Area Warning,14-Dec-2023 19:00:00,15-Dec-2023 04:00:00,"9 h, 0 m",9.00,27-Nov-2023 19:00:00,15-Dec-2023 04:00:00,"17 d, 9 h, 0 m",417.00,449808,"RC, C, C, RC, RC, RC, C, C, C, RC, "
Official,Unplanned,Hawkes Bay,002-0651/00.08-B,"Napier, between Taradale Road and Meeanee Road",Resolved,"Napier, between Taradale Road and Meeanee Road",Crash,The road is now clear.,Area Warning,28-Nov-2023 08:11:58,28-Nov-2023 08:33:36,22 m,0.22,28-Nov-2023 08:04:32,28-Nov-2023 08:33:36,29 m,0.29,450419,"C, RC, C, "
Official,Planned,Hawkes Bay,051-0000/02.37-I,Taradale Road & Austin Street Intersection,Resolved,Taradale Road & Austin Street Intersection,Resurfacing,"Due to asphalting works, this route will be closed on the following nights Tuesday 28th November to Wednesday 29th November between 7pm and 5am.  Plan your journey and expect some delays whilst this work is underway.  These works are weather-dependent and can be cancelled at short notice.",Area Warning,28-Nov-2023 19:00:00,30-Nov-2023 05:00:00,"1 d, 10 h, 0 m",34.00,28-Nov-2023 19:00:00,30-Nov-2023 05:00:00,"1 d, 10 h, 0 m",34.00,449815, 
Official,Unplanned,Hawkes Bay,002-0651/02.73-D,"Greenmeadows, between Taradale Road and Meanee Road intersections",Resolved,"Greenmeadows, between Taradale Road and Meanee Road intersections",Crash,The road is now clear.,Road Hazard,29-Nov-2023 09:13:12, , , ,29-Nov-2023 08:56:34,29-Nov-2023 10:51:58,"1 h, 55 m",1.55,450519,"C, RC, C, "
Official,Planned,Hawkes Bay,002-0651/00.64-B,"Pirimai, Kennedy Road Overbridge",Resolved,"Pirimai, Kennedy Road Overbridge",Resurfacing,"Due to asphalting works, this road will be closed in both directions on Friday 1st December and Sunday 3rd December nights between 7pm and 4am.  Plan your journey and expect up to 15 minute delays travelling through this area during these times. ",Road Work,03-Dec-2023 19:00:00,04-Dec-2023 05:00:00,"10 h, 0 m",10.00,01-Dec-2023 19:00:00,04-Dec-2023 05:00:00,"2 d, 10 h, 0 m",58.00,449816,"C, C, RC, C, RC, RC, "
Official,Unplanned,Hawkes Bay,002-0577/06.52-B,Putorino to Kotemaori,Active,Putorino to Kotemaori,Slip,"Due to a slip, there are temporary traffic lights and 30km/h temporary speed restriction in place. Road users are advised to take extra care along this route.",Area Warning,03-Dec-2023 05:28:51,05-Dec-2023 06:30:00,"2 d, 1 h, 2 m",49.02,03-Dec-2023 03:42:18, , , ,450844,"C, RC, C, "
Official,Planned,Hawkes Bay,002-0658/12.50-B,"Hastings, between the intersections of Longlands Road and Te Aute Road, southbound",Resolved,"Hastings, between the intersections of Longlands Road and Te Aute Road, southbound",Road Works,The road is now clear.,Area Warning,06-Dec-2023 19:00:00,07-Dec-2023 05:00:00,"10 h, 0 m",10.00,06-Dec-2023 19:00:00,07-Dec-2023 10:10:41,"15 h, 10 m",15.10,450603,"C, RC, C, "
Official,Planned,Hawkes Bay,002-0721/00.41-B,"Waipukurau, between the intersections of Herbert Street and Bogle Brothers Esplanade",Resolved,"Waipukurau, between the intersections of Herbert Street and Bogle Brothers Esplanade",Public Event,"Due to a Christmas event, this section of road will be closed in both directions on Saturday 9th December between 9am and 2pm.  Plan your journey accordingly allowing extra time for travel.",Area Warning,09-Dec-2023 09:00:00,09-Dec-2023 14:00:00,"5 h, 0 m",5.00,09-Dec-2023 09:00:00,09-Dec-2023 14:00:00,"5 h, 0 m",5.00,450019, 
Official,Planned,Hawkes Bay,051-0002/05.62-B,"Awatoto to Clive, southbound",Resolved,"Awatoto to Clive, southbound",Road Works,"Due to safety improvement works, this section of road will be closed to southbound traffic on Friday 15th December and Sunday 17th December nights between 7pm and 5am.  Plan your journey accordingly allowing extra time for travel.",Area Warning,17-Dec-2023 19:00:00,18-Dec-2023 05:00:00,"10 h, 0 m",10.00,15-Dec-2023 19:00:00,18-Dec-2023 05:00:00,"2 d, 10 h, 0 m",58.00,449211,"C, RC, C, RC, C, "
Official,Unplanned,Hawkes Bay,050-0017/12.61-B,"Maraekakaho, near intersection with Maraekakaho road.",Resolved,"Maraekakaho, near intersection with Maraekakaho road.",Crash,The road is now clear.,Area Warning,30-Dec-2023 14:30:51,30-Dec-2023 19:35:31,"5 h, 5 m",5.05,30-Dec-2023 13:42:32,30-Dec-2023 20:54:34,"7 h, 12 m",7.12,453990,"C, D, C, RC, C, "
